physical_RMSE_m_s,raw_group_L1,alpha1_group_L1,EPVR_RMS_m_s
,0.15503412507369108,0.02330759445118584,31.58206798007296
,0.07789958981796971,0.011676195344215112,3.6281549271814044
5.089823985997819,0.03198210884956812,0.02603284458587065,7.563384845889051
1.511781805353986,0.00651609743839871,0.003630732928668949,1.5417831136603313
,0.03706312195231416,0.012259845664876895,6.72774494393162
4.225585331370492,0.011163676131722658,0.009168998922348277,4.538927640519119
5.301975925978558,0.017598285806595677,0.014445710951611549,15.395145766849533
7.296872258501178,0.04207925681128887,0.14021368785144028,84.13324603463198
7.859524470008445,0.08042707787949065,0.024137560895913915,71.90554460759184
5.383167950452209,0.03454733451253483,0.03687433853971129,11.479176885640097
,0.04613256623196117,0.01173708919258662,4.608403955974987
,0.019055305196419188,0.012866391158926956,24.51931550792368
5.220592885460812,0.010614123354515032,0.013083363696205936,13.00116463369472
5.655804054937023,0.1397406962051206,0.01624175193845372,5.768937866798718
,0.1533396220458208,0.033180466807154536,23.430722484389083
4.148810389578801,0.03092677929219881,0.022362458175258053,6.128736526775193
,0.16318940574407947,0.0260543179782807,9.55079246404322
7.237181343168775,0.03671738514887838,0.028166913470045844,18.892624296323287
4.714208403638182,0.02134159827102232,0.013911241082772478,27.021800912293997
,0.16815257985708656,0.026160357875810877,13.907575455642583
3.448826262877114,0.026420248233855588,0.014950722486396562,4.2131097872481496
3.4685675141392216,0.02379478319664962,0.013051659037208091,4.35475812155106
11.418923558253262,0.03370760264582864,0.06949509554584997,37.30268663377521
6.251200307471178,0.03795361557246566,0.14516059098648723,124.85941197863264
5.357979270139106,0.012134466843514836,0.011624367865904962,7.50883230478384
4.803905831764784,0.08941641693989387,0.01416246719812864,6.120682735076071
6.6764354966944435,0.03518685710403924,0.10488250381126528,72.08213314982771
6.010668741182813,0.031690074746904454,0.02474861102351235,31.183953177956376
6.6268870660348895,0.037960750862064865,0.14823391711898046,206.45241169571844
,0.15126170479451803,0.015690654265172035,6.3840418245812485
5.490455261077144,0.15331915989565623,0.013109581810560652,4.079292765054546
11.32449793232478,0.0285615275806825,0.06707764683504353,37.940587421264674
2.0518965046841533,0.004771722943274374,0.004420317402654998,2.4161500376511684
3.0969623235367068,0.005730457886682955,0.005162332914261478,3.653895586134129
4.16155399416555,0.03061036098713353,0.03696788837359166,11.856929029251955
3.2008869112097558,0.02219013127830948,0.012894196717371135,5.552547373928677
13.506002834255236,0.02760153529399639,0.0572111992933289,22.20167930130319
4.405436910074159,0.031592317277743226,0.10502570565961669,71.35585280631186
0.46021270590746804,0.006257436138970812,0.0017618259506376815,0.4803313923642402
,0.015771359079620552,0.019531147501553825,45.793081573123054
3.4175115343563345,0.0203562358430684,0.009721028002728315,3.738273071187398
3.6330022208559565,0.0115788333344817,0.010053758374534663,5.541865255344782
1.8238491469678895,0.0054216851098721625,0.004345887563204861,2.5239256035603477
5.578061827274444,0.04694695540812898,0.016135763456496272,15.892947183744562
4.284233380155288,0.011029729854325676,0.010117704982916299,10.191282818234635
11.7233069012984,0.06565263596232902,0.07047868787696845,120.42239808461059
,0.14570207886068445,0.013795458504778091,4.901192276443422
6.708881863923575,0.037655002938122975,0.1433189660660841,107.38906948938177
4.35123680958879,0.1170527753642013,0.012532822198889553,7.257354717888074
3.294081715490349,0.03060000177172871,0.024373573693728345,6.737176645071791
4.870467282726675,0.1411024288217685,0.01209530815642806,3.7158580940854185
,0.15122828184511983,0.020264644447484412,18.54837074582614
5.644691543642091,0.03470669191374118,0.1353970738549069,105.43154334408035
1.7489616617871324,0.0056779324734835945,0.003895121497477803,1.7889042648389566
,0.16687894137689063,0.03200816220555161,24.034075386898028
7.107726695223418,0.0319563225738342,0.15552076915777552,110.7988279001811
7.311265913200027,0.02320516620035636,0.02026740362426819,10.793976667820411
7.720656360697546,0.15725390168720815,0.021899364937945764,13.622645062603283
4.50035231276313,0.02968877592166223,0.021726583313882185,6.3068788273842324
,0.14898225406371113,0.05110826796106441,116.05502153478061
,0.08880547511053852,0.02925083383875677,18.365498558885772
7.600204128920516,0.031958128311213294,0.02575945253452682,35.61880260040098
1.9435355980449813,0.016306534115981063,0.0071442857434126155,2.217773401030323
5.599843545070752,0.010203270119150735,0.010847859419610976,6.0647276527302845
,0.13778996034899638,0.019382261379945587,5.77627080603146
6.726772123877174,0.035368370836799154,0.1567535210901124,504.18180261175274
1.9719262624558334,0.014643069992694404,0.004664518657212286,2.007132007845002
11.378533675633022,0.14245874474196107,0.030031783221464617,14.81796381489539
3.4774528118346892,0.027682207670632984,0.02349974752550909,6.788303334289255
,0.16512901275837968,0.027570980403158567,11.326128697660083
6.12384802278609,0.03118255793717606,0.016617983691964936,10.286584289746587
11.849125169157519,0.05209852914195366,0.26526558024987035,301.7162595025053
9.393089088219739,0.0421694000613772,0.21516910808169964,430.87572393000505
11.171721541949868,0.1123844237030368,0.02960299489083955,16.132916851501317
12.142023081506688,0.0215039265546035,0.0523581964193149,26.597679104607174
6.6330615524236,0.09574792700980198,0.015011047388455689,6.560091968425687
3.5199411576583004,0.029571777653984953,0.04158935109200569,15.725100642972507
11.60968533998006,0.034765629720446986,0.09725536716276041,292.92992126471114
,0.15985016222802167,0.026162535578981353,11.69060431196456
,0.1671521652911523,0.032319314479833106,36.14540799399337
4.114269186586752,0.030975334685933803,0.029380116154283435,8.7038853125687
,0.020260071407389682,0.011986948925756254,6.813355000418235
,0.18023166298629767,0.04289663115065092,70.83635029057413
,0.06464473605700899,0.009554120138445142,5.353240718660444
7.103234461395774,0.03613966550825788,0.031374734716554685,23.818372607383655
6.67481779614536,0.03489234476097809,0.10794889006810986,47.97315163881247
2.1164454575756633,0.03364951787109397,0.00558013914066495,2.1057490931383462
4.7281408555400875,0.03296886709343108,0.11285257781355237,55.849860702074565
3.6215634255759626,0.02377385356875233,0.012519101411697622,4.254746291971905
6.0002315026199025,0.15091937433545904,0.015449384173953907,9.182217377774444
,0.16521360694961415,0.03427694433072662,16.63211681940481
,0.017608868957219942,0.01212775427588296,8.502330895438062
2.023941063810587,0.0256236949810782,0.006709530313935623,2.1733383646448616
,0.1561772331567699,0.027396044977179092,23.65904916205012
,0.17423201423953133,0.0338817324653139,14.37268311902762
4.208714364425704,0.019307227099867846,0.01356611272067619,15.915349647004701
8.508401394025812,0.02932687012085685,0.02247029197329915,11.134439614318694
6.932941860914026,0.07051937774148057,0.018311557110756972,9.325269104244436
9.402262257607923,0.03638991352432924,0.1860801512822531,290.520033280931
4.943840271448307,0.03352741315564659,0.12614250898081528,449.90071153494836
,0.16785269147050338,0.028303170732724408,25.885991557601542
,0.12320168247540336,0.014350468616251822,5.82718441420307
,0.01783660385663134,0.0066690366437136585,4.288149956484051
,0.14509717895841232,0.01994861479422383,6.9850320592363335
,0.11579491128952121,0.03229913729278379,19.67781342065541
5.89111954766784,0.029171414633124025,0.021456902813665153,10.417301652709108
,0.02967089343097358,0.01126911514110224,6.627156483816878
,0.17140202508020824,0.031562716579641555,95.1904880617364
,0.14089614482563448,0.02310093957435301,7.78001697561382
6.625069942463716,0.031671316708853925,0.1472826592095203,183.90528954124295
4.771500752749229,0.016643688814077278,0.010037625039159882,5.493446635291941
3.394667002386053,0.018727359641364613,0.00900483733034109,13.342062030369389
,0.1587667006600596,0.02327336084965497,65.57283271321299
,0.13345105463729764,0.011405575292496115,3.437883912288624
1.776052507988769,0.01815620367471174,0.007563099667487697,2.092153338892555
2.498187259538329,0.022955532610655725,0.010872513450847266,3.007056799479024
2.337997603999376,0.021571072587714988,0.007216979540862627,2.480711016881406
,0.1538003062971203,0.022050573732458556,68.0018380727865
,0.03846637379032727,0.13367196274916432,70.41384003343538
8.95064163018859,0.035115878944208735,0.14806882791521164,189.1695313104861
,0.09016510046359663,0.009674665588248345,2.8060842349524777
,0.15362655214171528,0.023003057635794116,88.76568763078782
11.482029885723868,0.03576725659395157,0.07303459676716938,82.06732732376139
,0.17051282073379748,0.030979530640928107,20.403555075384176
3.5075400712255003,0.008339184955309975,0.007982618937657657,11.173166567255334
1.1532113127965549,0.004264561225253165,0.0026852418903250816,1.21086799540026
2.175122650234046,0.009324046849519329,0.005605427055190254,2.2903622471502514
3.295187796926607,0.02460068988927213,0.012900161148102308,3.857179181961746
2.799889214073904,0.020188390681945965,0.009367128508606907,3.07342438279799
5.759179628877041,0.05510959237474788,0.016799396333892814,8.811469661322787
,0.1526808416441391,0.03012404283146551,17.21406434851868
3.8160394320304594,0.033162015448880394,0.010120012459889347,8.295992695678304
,0.15562230065328275,0.0207192066834102,20.313083172483708
8.172741445237254,0.028441543342203883,0.02391142804069274,12.46499005049465
6.296179626916448,0.029528166325255466,0.02175673659093162,10.50392620058493
7.0002671114395305,0.03438310616506034,0.02573088847657872,14.102330146196262
3.869070270238271,0.07618334718668582,0.01154609481077445,7.802463350151448
4.776381943687096,0.031533421099044126,0.09261028163983905,60.5313198575722
6.517138148038411,0.03217569837125009,0.020870640842322756,8.466504527829926
,0.12915352196145818,0.02237972125523323,60.60151694262491
11.548935741480188,0.03644178785925781,0.07308745421861312,58.10006264702199
5.8441631306534365,0.011634378728655624,0.014264148869602117,16.821464965282352
7.782537688560521,0.03714301800722805,0.15422883851239422,363.23393886607346
6.243956409794982,0.023069937760762757,0.016475478396653753,15.101852072665924
13.9839737746625,0.03131317454985322,0.06588694252724707,29.450942746620456
11.114518575799964,0.04707264396856148,0.059586113721457556,38.93896652048502
4.751164442492162,0.03200082393870925,0.024213648211976697,7.916221736807399
,0.11535297492840016,0.010783961923451237,4.262440658534395
5.321645528074798,0.015186284010608769,0.014269531486879584,12.186731081128238
1.7258357343112678,0.02563068163951235,0.005155081420995931,1.7353850307321899
,0.162859736120692,0.031081800172100084,12.915115116455876
9.348208332056542,0.029641754418874885,0.10515810835699844,97.59617583776574
2.954633546623451,0.009836869601315853,0.007314695177411651,3.3902331945769126
6.629414418053715,0.052943083479559956,0.013426440359565417,6.581303886244663
6.6728621486889015,0.034437254822343194,0.15614331204906903,234.70169388309048
2.641437850651033,0.006777867637603246,0.005446885488554767,2.9117911099710385
6.009961562136087,0.03796704109843761,0.039719292093957775,36.10538878012685
,0.1460906197314956,0.015359835598338565,13.791334829276101
7.167668901646491,0.033010914690059595,0.027746924578880883,9.529201500483316
5.764593347628002,0.03649917243604552,0.12797534196276786,257.65631633315013
8.357175289462248,0.0349021510319818,0.15215860898134675,145.8029595514927
6.0830559495924525,0.03609465703980565,0.15433287845102328,134.57818711078167
